Policy ID,Client,Account Owner,Product Line,Country,Region,Distribution,Retail Broker,Business Type,Inception Date,Expiry Date,Status,Currency,FX Rate (per GBP),Premium (Local),GWP (GBP),Brokerage %,Revenue (GBP)
BTD-2024-00095,Winterbourne Labs,Sofia Almeida,Product Recall,United Kingdom,UK & Ireland,Retail,,Renewal,2024-03-01,2026-03-01,Expired,GBP,1.0,49100,49100.0,0.1735,8518.85
BTD-2025-00379,Strathallan Whisky Co,Priya Nandakumar,Fixated Threat,United Kingdom,UK & Ireland,Wholesale,Grindley Risk Services,New Business,2025-01-01,2026-01-01,Renewed,GBP,1.0,5600,5600.0,0.1447,810.32
BTD-2025-00658,Applecross Distilling,Sofia Almeida,Political Violence,United Kingdom,UK & Ireland,Retail,,Renewal,2025-10-18,2026-10-18,Live,GBP,1.0,37110,37110.0,0.1981,7351.49
BTD-2026-00857,Sandringham Bio,Sofia Almeida,Terrorism,Nigeria,Middle East & Africa,Retail,,Renewal,2026-04-02,2027-04-02,Live,USD,1.27,43770,34464.57,0.1994,6872.23
BTD-2024-00059,Shawbury Aerospace,Sofia Almeida,Active Assailant,UK,UK & Ireland,Retail,,New Business,2024-02-11,2025-02-11,Renewed,GBP,1.0,12590,12590.0,0.209,2631.31
BTD-2026-00846,Thornbury Aid Foundation,Marcus Ridley,Liability,United Kingdom,UK & Ireland,Wholesale,Eastgate Commercial Risks,Renewal,2026-03-03,2027-03-03,Live,GBP,1.0,9040,9040.0,0.0926,837.1
BTD-2024-00311,Ravensworth Trading,Priya Nandakumar,Personal Accident,Netherlands,Europe,Retail,,New Business,2024-12-15,2025-12-15,Expired,EUR,1.17,3970,3393.16,0.2151,729.87
BTD-2026-00799,Applecross Distilling,Priya Nandakumar,Liability,Australia,Asia Pacific,Wholesale,Hollowell Brokers Ltd,Renewal,2026-02-01,2027-02-01,Live,AUD,1.93,20690,10720.21,0.0895,959.46
BTD-2025-00335,Ledbury Green Power,Marcus Ridley,D&O,United Kingdom,UK & Ireland,Wholesale,Fairweather & Co,Renewal,2025-01-25,2025-07-25,Renewed,GBP,1.0,12960,12960.0,0.088,1140.48
BTD-2025-00471,Oakhampton Retail Holdings,Tom Beckwith,Kidnap & Ransom,Brazil,Latin America,Retail,,Renewal,2025-04-26,2025-10-26,Renewed,USD,1.27,5170,4070.87,0.2606,1060.87
BTD-2024-00074,Marchwood Engineering,Sofia Almeida,Marine Cargo,Canada,North America,Retail,,New Business,2024-02-01,2024-08-01,Expired,CAD,1.72,6810,3959.3,0.1274,504.42
BTD-2025-00613,Strathallan Whisky Co,Eleanor Voss,Terrorism,United Kingdom,UK & Ireland,Retail,,New Business,2025-09-05,2026-09-05,Live,GBP,1.0,34660,34660.0,0.2036,7056.78
BTD-2024-00277,Brackenhill Logistics,Priya Nandakumar,Liability,Canada,North America,Retail,,New Business,01/10/2024,2025-10-01,Renewed,CAD,1.72,20390,11854.65,0.1729,2049.67
BTD-2025-00374,Garrowby Petroleum,Priya Nandakumar,Fixated Threat,Australia,Asia Pacific,Wholesale,Hollowell Brokers Ltd,New Business,2025-01-01,2026-01-01,Renewed,AUD,1.93,9440,4891.19,0.1337,653.95
BTD-2025-00443,Pillerton Pharma,Sofia Almeida,Marine Cargo,France,Europe,Retail,,New Business,2025-03-01,2026-03-01,Renewed,EUR,1.17,10460,8940.17,0.1211,1082.65
BTD-2025-00446,Vellacott Agritech,Eleanor Voss,Active Assailant,United Kingdom,UK & Ireland,Retail,,New Business,2025-04-09,2026-04-09,Renewed,GBP,1.0,12160,12160.0,0.2411,2931.78
BTD-2024-00046,Marchwood Engineering,Marcus Ridley,Terrorism,Colombia,Latin America,Retail,,New Business,2024-01-01,2025-01-01,Renewed,USD,1.27,16020,12614.17,0.201,2535.45
BTD-2026-00761,Ormsgill Cement,Marcus Ridley,D&O,United Kingdom,UK & Ireland,Wholesale,Fairweather & Co,Renewal,2026-01-04,2027-01-04,Live,GBP,1.0,9630,9630.0,0.0782,753.07
BTD-2026-00768,Bellhaven Foods Group,Priya Nandakumar,Liability,UK,UK & Ireland,Wholesale,Denholm Marsh Brokers,Renewal,2026-01-01,2028-01-01,Live,GBP,1.0,14950,14950.0,0.0918,1372.41
BTD-2025-00657,Garrowby Petroleum,Tom Beckwith,Professional Indemnity,Australia,Asia Pacific,retail,,Renewal,2025-10-28,2026-10-28,Live,AUD,1.93,17580,9108.81,0.1404,1278.88
BTD-2025-00386,Kestrel Field Services,Eleanor Voss,Political Violence,United Kingdom,UK & Ireland,Retail,,Renewal,2025-01-24,2026-01-24,Renewed,GBP,1.0,94140,94140.0,0.2087,19647.02
BTD-2026-00773,Brackenhill Logistics,Tom Beckwith,Terrorism,United Kingdom,UK & Ireland,Wholesale,Hollowell Brokers Ltd,New Business,2026-01-01,2027-01-01,Live,GBP,1.0,42140,42140.0,0.1036,4365.7
BTD-2024-00268,Ardenvale Mining Corporation,Tom Beckwith,Fixated Threat,United Kingdom,UK & Ireland,Retail,,Renewal,2024-10-01,2025-10-01,Renewed,GBP,1.0,4520,4520.0,0.2424,1095.65
BTD-2025-00624,Ledbury Green Power,Priya Nandakumar,Personal Accident,China,Asia Pacific,Retail,,New Business,2025-09-11,2026-09-11,Live,USD,1.27,7430,5850.39,0.2108,1233.26
BTD-2025-00618,Saltmarsh Infrastructure plc,Sofia Almeida,Personal Accident,Japan,Asia Pacific,Retail,,Renewal,2025-09-04,2026-09-04,Live,USD,1.27,41850,32952.76,0.1919,6323.63
BTD-2024-00303,Fordwich Legal Group,Marcus Ridley,D&O,Canada,North America,Wholesale,Calderstone Risk Partners,Renewal,2024-11-01,2025-11-01,Expired,CAD,1.72,23380,13593.02,0.0762,1035.79
BTD-2025-00563,Bramfield Chemicals,Priya Nandakumar,Political Violence,United Kingdom,UK & Ireland,Retail,,New Business,2025-07-01,2026-07-01,Live,GBP ,1.0,14760,14760.0,0.1924,2839.82
BTD-2026-00792,Ilverton Diagnostics,Marcus Ridley,Liability,United Kingdom,UK & Ireland,Wholesale,Ainsworth & Pike,New Business,2026-02-01,2026-08-01,Live,GBP,1.0,10110,10110.0,0.1008,1019.09
BTD-2024-00200,Sandringham Bio,Sofia Almeida,Marine Cargo,Canada,North America,Retail,,New Business,2024-07-01,2025-07-01,Expired,CAD,1.72,7130,4145.35,0.1337,554.23
BTD-2024-00247,Ilverton Diagnostics,Sofia Almeida,Terrorism,United Kingdom,UK & Ireland,Wholesale,Fairweather & Co,Renewal,2024-09-10,2025-09-10,Renewed,GBP,1.0,27360,27360.0,0.117,3201.12
BTD-2024-00064,Saltmarsh Infrastructure plc,Priya Nandakumar,Personal Accident,United Kingdom,UK & Ireland,Wholesale,Hollowell Brokers Ltd,New Business,2024-02-19,2025-02-19,Renewed,GBP,1.0,6490,6490.0,0.1165,756.08
BTD-2026-00926,Larkspur Hotels Group,Eleanor Voss,Political Violence,South Africa,Middle East & Africa,Retail,,Renewal,2026-06-01,2027-06-01,Live,ZAR,23.5,1030900,43868.09,0.2082,9133.34
BTD-2026-00879,Fennmoor Water Services,Callum Reid,Cyber,South Africa,Middle East & Africa,Retail,,New Business,2026-04-01,2027-04-01,Live,ZAR,23.5,218000,9276.6,0.148,1372.94
BTD-2026-00779,Hartsmere Aviation,Tom Beckwith,Terrorism,United Kingdom,UK & Ireland,Retail,,Renewal,2026-01-18,2026-07-18,Live,GBP,1.0,16720,16720.0,0.2048,3424.26
BTD-2025-00350,Blackwater Survey Co,Marcus Ridley,Professional Indemnity,Australia,Asia Pacific,Wholesale,Fairweather & Co,New Business,2025-01-25,2026-01-25,Renewed,AUD,1.93,33380,17295.34,0.0787,1361.14
BTD-2025-00333,Tregarthen Copper,Eleanor Voss,Terrorism,US,North America,Retail,,New Business,2025-01-01,2026-01-01,Expired,USD,1.27,12890,10149.61,0.2095,2126.34
BTD-2025-00607,Glenmarch Textiles,Tom Beckwith,Terrorism,USA,North America,Wholesale,Ainsworth & Pike,New Business,2025-08-03,2026-08-03,Live,USD,1.27,71840,56566.93,0.1056,5973.47
BTD-2026-00899,Bramfield Chemicals,Callum Reid,Marine Cargo,Australia,Asia Pacific,Wholesale,Kilbride Risk Advisers,Renewal,2026-05-01,2027-05-01,Live,AUD,1.93,3600,1865.28,0.0716,133.55
BTD-2026-00814,Inglefield Robotics,Sofia Almeida,D&O,Greece,Europe,Wholesale,Lansdowne Brokers Group,Renewal,2026-02-02,2027-02-02,Live,EUR,1.17,12890,11017.09,0.0831,915.52
BTD-2025-00535,Corrieburn Energy,Tom Beckwith,Liability,Colombia,Latin America,Wholesale,Eastgate Commercial Risks,Renewal,2025-07-01,2026-07-01,Live,USD,1.27,18600,14645.67,0.0994,1455.78
BTD-2025-00664,Bramfield Chemicals,Marcus Ridley,Cyber,Canada,North America,Retail,,New Business,2025-10-15,2026-10-15,Live,CAD,1.72,15130,8796.51,0.1493,1313.32
BTD-2025-00427,Wrayburn Motors,Priya Nandakumar,Personal Accident,Guernsey,UK & Ireland,Retail,,New Business,01/03/2025,2026-03-01,Renewed,GBP,1.0,3180,3180.0,0.196,623.28
BTD-2026-00753,Carrowmore Shipping,Sofia Almeida,Terrorism,Netherlands,Europe,Retail,,New Business,2026-01-20,2027-01-20,Live,EUR,1.17,37020,31641.03,0.1962,6207.97
BTD-2025-00403,Harrowgate Resources Group,Eleanor Voss,Terrorism,Germany,Europe,Retail,,New Business,17/02/2025,2026-02-17,Renewed,EUR,1.17,72270,61769.23,0.1874,11575.55
BTD-2025-00653,Melbray Renewables,Marcus Ridley,Marine Cargo,United Kingdom,UK & Ireland,Wholesale,Barrenger Insurance Brokers,New Business,2025-10-04,2026-10-04,Live,GBP,1.0,9110,9110.0,0.0669,609.46
BTD-2025-00358,Cleveland Row Partners,Marcus Ridley,Cyber,Ukraine,Europe,Wholesale,Eastgate Commercial Risks,New Business,2025-01-05,2026-01-05,Renewed,USD,1.27,16560,13039.37,0.0811,1057.49
BTD-2026-00735,Bramfield Chemicals,Eleanor Voss,D&O,Canada,North America,Retail,,Renewal,2026-01-01,2027-01-01,Live,CAD,1.72,39380,22895.35,0.1507,3450.33
BTD-2025-00450,Northgate Pharmaceuticals,Eleanor Voss,D&O,Canada,North America,Retail,,Renewal,2025-04-01,2026-04-01,Renewed,CAD,1.72,98380,57197.67,0.1447,8276.5
BTD-2025-00648,Ormsgill Cement,Priya Nandakumar,Marine Cargo,Canada,North America,Wholesale,Ainsworth & Pike,New Business,2025-10-07,2026-10-07,Live,CAD,1.72,11880,6906.98,0.0696,480.73
BTD-2024-00218,Langmere Telecom,Sofia Almeida,Product Recall,China,Asia Pacific,Wholesale,Jardine Wray Partners,Renewal,2024-07-28,2025-07-28,Renewed,USD,1.27,50700,39921.26,0.0958,3824.46
BTD-2024-00241,Ardenvale Mining Corporation,Tom Beckwith,Terrorism,Canada,North America,Retail,,Renewal,2024-09-01,2025-09-01,Renewed,CAD,1.72,165900,96453.49,0.2115,20399.91
BTD-2025-00694,Carrowmore Shipping,Sofia Almeida,Product Recall,Singapore,Asia Pacific,Retail,,New Business,2025-11-26,2026-11-26,Live,USD,1.27,25870,20370.08,0.177,3605.5
BTD-2026-00790,Northgate Pharmaceuticals,Eleanor Voss,Terrorism,United Kingdom,UK & Ireland,Retail,,Renewal,2026-01-01,2027-01-01,Live,GBP,1.0,65050,65050.0,0.1954,12710.77
BTD-2024-00215,Harrowgate Resources Group,Marcus Ridley,Professional Indemnity,Iraq,Middle East & Africa,Wholesale,Norbury Risk Solutions,New Business,2024-07-01,2025-07-01,Renewed,USD,1.27,25100,19763.78,0.0885,1749.09
BTD-2025-00442,Wardlow Precision,Sofia Almeida,Prof Indemnity,Canada,North America,Retail,,New Business,2025-03-26,2025-09-26,Renewed,CAD,1.72,23070,13412.79,0.1603,2150.07
BTD-2024-00214,Pentreath Marine,Priya Nandakumar,Terrorism,UK,UK & Ireland,Wholesale,Kilbride Risk Advisers,New Business,2024-07-01,2025-07-01,Renewed,GBP,1.0,18660,18660.0,0.1079,2013.41
BTD-2025-00344,Ormsgill Cement,Sofia Almeida,Marine Cargo,Germany,Europe,Wholesale,Calderstone Risk Partners,New Business,2025-01-01,2026-01-01,Renewed,EUR,1.17,10200,8717.95,0.0635,553.59
BTD-2025-00382,Pentreath Marine,Sofia Almeida,Marine Cargo,Spain,Europe,Retail,,Renewal,2025-01-01,2025-07-01,Renewed,EUR,1.17,4250,3632.48,0.1232,447.52
BTD-2024-00133,Winterbourne Labs,Eleanor  Voss,Terrorism,Canada,North America,Retail,,New Business,2024-05-01,2025-05-01,Renewed,CAD,1.72,26000,15116.28,0.2122,3207.67
BTD-2025-00582,Grantley Sports Holdings,Eleanor Voss,Active Assailant,UK,UK & Ireland,Wholesale,Eastgate Commercial Risks,New Business,2025-07-01,2026-07-01,Live,GBP,1.0,9940,9940.0,0.1304,1296.18
BTD-2024-00251,Saltmarsh Infrastructure plc,Sofia Almeida,Political Violence,China,Asia Pacific,Retail,,New Business,2024-09-10,2025-03-10,Expired,USD,1.27,28970,22811.02,0.2112,4817.69
BTD-2025-00662,Kilnbrook Automotive,Eleanor Voss,Liability,Iraq,Middle East & Africa,Retail,,Renewal,2025-10-01,2026-10-01,Live,USD,1.27,6910,5440.94,0.178,968.49
BTD-2024-00274,Meridian Vale Energy,Eleanor Voss,Liability,Malaysia,Asia Pacific,Retail,,Renewal,2024-10-01,2025-10-01,Expired,usd,1.27,22780,17937.01,0.1871,3356.01
BTD-2024-00072,Ormsgill Cement,Eleanor Voss,Terrorism,Canada,North America,Wholesale ,Ollerton & Hale,New Business,2024-02-15,2025-02-15,Expired,CAD,1.72,30410,17680.23,0.1138,2012.01
BTD-2024-00287,Caldwell Maritime Holdings,Priya Nandakumar,Personal Accident,Australia,Asia Pacific,Wholesale,Kilbride Risk Advisers,New Business,2024-10-04,2025-10-04,Renewed,AUD,1.93,28930,14989.64,0.1038,1555.92
BTD-2025-00463,Nethercott Foods,Eleanor Voss,Product Recall,Israel,Middle East & Africa,Wholesale,Lansdowne Brokers Group,New Business,2025-04-19,2026-04-19,Renewed,USD,1.27,16480,12976.38,0.0901,1169.17
BTD-2024-00110,Meridian Vale Energy,Tom Beckwith,D&O,United Kingdom,UK & Ireland,Retail,,New Business,2024-04-11,2025-04-11,Renewed,GBP,1.0,17500,17500.0,0.1511,2644.25
BTD-2026-00922,Caldwell Maritime Holdings,Eleanor Voss,Political Violence,United Arab Emirates,Middle East & Africa,Retail,,Renewal,2026-06-01,2026-12-01,Live,USD,1.27,70050,55157.48,0.2091,11533.43
BTD-2025-00688,Pillerton Pharma,Tom Beckwith,Cyber,United Kingdom,UK & Ireland,Wholesale ,Eastgate Commercial Risks,New Business,2025-11-12,2026-11-12,Live,GBP,1.0,6270,6270.0,0.0786,492.82
BTD-2025-00336,Kilnbrook Automotive,Tom Beckwith,Fixated Threat,UK,UK & Ireland,Wholesale,Ainsworth & Pike,Renewal,2025-01-01,2025-07-01,Renewed,GBP,1.0,1660,1660.0,0.1281,212.65
BTD-2025-00594,Alderney Freight Ltd,Tom Beckwith,Active Assailant,France,Europe,Wholesale,Lansdowne Brokers Group,Renewal,2025-08-02,2026-08-02,Live,EUR,1.17,4540,3880.34,0.1268,492.03
BTD-2026-00783,Zenmoor Technologies,Marcus Ridley,D&O,Colombia,Latin America,Retail,,New Business,2026-01-01,2028-01-01,Live,USD,1.27,35060,27606.3,0.1513,4176.83
BTD-2025-00415,Draycote Systems,Priya Nandakumar,Terrorism,United States,North America,Wholesale,Merrivale Insurance Partners,New Business,2025-02-01,2026-02-01,Renewed,USD,1.27,28510,"22,448.82",0.116,"2,604.06"
BTD-2025-00581,Tarnbeck Utilities,Marcus Ridley,Active Assailant,Singapore,Asia Pacific,Retail,,Renewal,2025-07-09,2026-07-09,Live,USD,1.27,12490,9834.65,0.2344,2305.24
BTD-2025-00610,Glenmarch Textiles,Priya Nandakumar,Personal Accident,United Kingdom,UK & Ireland,Wholesale,Ainsworth & Pike,Renewal,2025-09-01,2026-09-01,Live,GBP,1.0,13950,13950.0,0.1061,1480.1
BTD-2024-00286,Marchwood Engineering,Marcus Ridley,Active Assailant,United Kingdom,UK & Ireland,Wholesale,Ollerton & Hale,Renewal,14/10/2024,2025-10-14,Renewed,GBP,1.0,7110,7110.0,0.1306,928.57
BTD-2026-00794,Harrowgate Resources Group,Priya Nandakumar,Personal Accident,Guernsey,UK & Ireland,Wholesale,Ollerton & Hale,Renewal,2026-02-12,2027-02-12,Live,GBP,1.0,7550,7550.0,0.1108,836.54
BTD-2024-00010,Vellacott Agritech,Marcus Ridley,D&O,United Kingdom,UK & Ireland,Wholesale,Norbury Risk Solutions,Renewal,2024-01-01,2025-01-01,Renewed,GBP ,1.0,6890,6890.0,0.0882,607.7
BTD-2024-00233,Strathallan Whisky Co,Priya Nandakumar,Personal Accident,Israel,Middle East & Africa,Wholesale ,Lansdowne Brokers Group,New Business,2024-08-12,2025-08-12,Renewed,USD,1.27,2000,1574.8,0.1069,168.35
BTD-2025-00359,Quenby Insurance Services,Sofia Almeida,Terrorism,Israel,Middle East & Africa,Retail,,Renewal,2025-01-25,2026-01-25,Renewed,USD,1.27,16390,12905.51,0.2001,2582.39
BTD-2025-00679,Barrowfield Housing,Eleanor Voss,Active Assailant,UK,UK & Ireland,Retail,,Renewal,2025-11-26,2026-11-26,Live,GBP,1.0,5820,5820.0,0.209,1216.38
BTD-2026-00829,Whitmoor Recycling,Eleanor Voss,Terrorism,United Kingdom,UK & Ireland,Retail,,New Business,2026-03-01,2026-09-01,Live,GBP,1.0,37320,37320.0,0.1889,7049.75
BTD-2024-00184,Havelock Steel,Priya Nandakumar,Fixated Threat,Guernsey,UK & Ireland,Retail,,Renewal,2024-07-12,2025-07-12,Renewed,GBP,1.0,2960,2960.0,0.2662,787.95
BTD-2026-00918,Wardlow Precision,Priya Nandakumar,Liability,United States,North America,Wholesale,Ainsworth & Pike,New Business,2026-05-10,2027-05-10,Live,USD,1.27,22860,18000.0,0.1006,1810.8
BTD-2025-00488,Carrowmore Shipping,Priya Nandakumar,Liability,Philippines,Asia Pacific,Retail,,Renewal,2025-05-01,2026-05-01,Renewed,usd,1.27,7320,5763.78,0.1837,1058.81
BTD-2024-00075,Fairholme Capital Partners,Tom Beckwith,Active Assailant,United Kingdom,UK & Ireland,Wholesale,Calderstone Risk Partners,New Business,2024-02-01,2025-02-01,Renewed,GBP,1.0,10210,10210.0,0.1309,1336.49
BTD-2025-00579,Silverdale Data Centres,Eleanor Voss,Terrorism,United States,North America,Wholesale,Denholm Marsh Brokers,New Business,2025-07-26,2026-01-26,Renewed,USD,1.27,27050,"21,299.21",0.1092,"2,325.87"
BTD-2025-00513,Kestrel Field Services,Tom Beckwith,Terrorism,United Kingdom,UK & Ireland,Wholesale,Barrenger Insurance Brokers,Renewal,2025-06-01,2026-06-01,Renewed,GBP,1.0,20890,20890.0,0.117,2444.13
BTD-2025-00708,Alderney Freight Ltd,Tom Beckwith,Active Assailant,Netherlands,Europe,Wholesale,Norbury Risk Solutions,New Business,2025-12-25,2026-12-25,Live,EUR,1.17,6320,5401.71,0.1224,661.17
BTD-2025-00425,Harrowgate Resources Group,Marcus Ridley,Liability,United Kingdom,UK & Ireland,Retail,,Renewal,2025-03-15,2026-03-15,Renewed,GBP,1.0,20680,20680.0,0.1874,3875.43
BTD-2026-00900,Vellacott Agritech,Priya Nandakumar,Personal Accident,Germany,Europe,Retail,,New Business,2026-05-01,2027-05-01,Live,EUR,1.17,8520,7282.05,0.1857,1352.28
BTD-2025-00481,Caldwell Maritime Holdings,Priya Nandakumar,Liability,United Kingdom,UK & Ireland,Wholesale,Eastgate Commercial Risks,Renewal,2025-04-12,2026-04-12,Renewed,GBP,1.0,4470,4470.0,0.0989,442.08
BTD-2025-00642,Underhill Logistics,Callum Reid,Personal Accident,United Kingdom,UK & Ireland,Wholesale,Jardine Wray Partners,Renewal,2025-10-08,2026-10-08,Live,GBP,1.0,19780,19780.0,0.1021,2019.54
BTD-2024-00263,Fennmoor Water Services,Marcus Ridley,Professional Indemnity,United Kingdom,UK & Ireland,Wholesale,Barrenger Insurance Brokers,Renewal,2024-10-05,2025-10-05,Renewed,GBP,1.0,10080,10080.0,0.0866,872.93
BTD-2025-00638,Blackwater Survey Co,Eleanor Voss,Political Violence,Cyprus,Europe,Wholesale,Norbury Risk Solutions,Renewal,2025-10-24,2026-10-24,Live,EUR,1.17,19140,16358.97,0.1041,1702.97
BTD-2025-00593,Carrowmore Shipping,Sofia Almeida,Terrorism,Netherlands,Europe,Retail,,New Business,2025-08-13,2026-08-13,Live,EUR,1.17,36350,31068.38,0.1963,6098.72
BTD-2025-00449,Harrowgate Resources Group,Tom Beckwith,Active Assailant,Israel,Middle East & Africa,Wholesale,Ivory Lane Insurance,New Business,2025-04-01,2026-04-01,Renewed,USD,1.27,60630,47740.16,0.1296,6187.12
BTD-2026-00746,Eastcliffe Publishing,Tom Beckwith,Kidnap & Ransom,Nigeria,Middle East & Africa,Wholesale,Calderstone Risk Partners,Renewal,01/01/2026,2028-01-01,Live,USD,1.27,6670,5251.97,0.138,724.77
BTD-2024-00180,Eastcliffe Publishing,Sofia Almeida,Professional Indemnity,Nigeria,Middle East & Africa,Wholesale,Eastgate Commercial Risks,Renewal,2024-07-01,2025-07-01,Renewed,USD,1.27,12560,9889.76,0.088,870.3
BTD-2024-00300,Pillerton Pharma,Eleanor Voss,Terrorism,UK,UK & Ireland,Retail,,New Business,2024-11-12,2025-11-12,Expired,GBP,1.0,15310,15310.0,0.1985,3039.04
BTD-2024-00042,Thurloe Investments,Marcus Ridley,Cyber,Canada,North America,Retail,,New Business,2024-01-11,2025-01-11,Renewed,CAD,1.72,18150,10552.33,0.1564,1650.38
BTD-2025-00622,Caldwell Maritime Holdings,E Voss,Fixated Threat,Kenya,Middle East & Africa,Retail,,Renewal,2025-09-09,2026-09-09,Live,USD,1.27,4860,3826.77,0.2699,1032.85
BTD-2024-00194,Salterton Electronics,Sofia Almeida,Product Recall,Hong Kong,Asia Pacific,Wholesale,Lansdowne Brokers Group,Renewal,2024-07-14,2025-07-14,Renewed,USD,1.27,42800,33700.79,0.0962,3242.02
BTD-2024-00237,Redcastle Minerals,Priya Nandakumar,Fixated Threat,United Kingdom,UK & Ireland,Wholesale,Norbury Risk Solutions,New Business,2024-09-01,2026-09-01,Live,GBP ,1.0,1710,1710.0,0.1365,233.42
BTD-2024-00149,Kestrel Field Services,Eleanor Voss,Active Assailant,Kenya,Middle East & Africa,Wholesale,Hollowell Brokers Ltd,New Business,23/05/2024,2026-05-23,Renewed,USD,1.27,65050,51220.47,0.1275,6530.61
BTD-2024-00211,Fordwich Legal Group,Tom Beckwith,D&O,Saudi Arabia,Middle East & Africa,Retail,,New Business,2024-07-27,2025-07-27,Renewed,USD,1.27,23580,18566.93,0.1598,2967.0
BTD-2026-00804,Kestrel Field Services,Marcus Ridley,Professional Indemnity,Canada,North America,Wholesale,Jardine Wray Partners,Renewal,2026-02-24,2027-02-24,Live,CAD,1.72,18240,10604.65,0.0763,809.13
BTD-2026-00894,Oakhampton Retail Holdings,Sofia Almeida,Product Recall,Australia,Asia Pacific,Wholesale,Ollerton & Hale,New Business,2026-05-26,2027-05-26,Live,AUD,1.93,113000,58549.22,0.0952,5573.89
BTD-2025-00532,Dunmarrow Agriculture,Sofia Almeida,Product Recall,United Arab Emirates,Middle East & Africa,Retail,,New Business,2025-06-03,2026-06-03,Renewed,USD,1.27,71910,56622.05,0.1673,9472.87
BTD-2026-00906,Glenmarch Textiles,Eleanor  Voss,Kidnap & Ransom,United Kingdom,UK & Ireland,Retail,,Renewal,2026-05-05,2026-11-05,Live,GBP,1.0,15540,15540.0,0.2475,3846.15
BTD-2025-00380,Bramfield Chemicals,Priya Nandakumar,Marine Cargo,United Arab Emirates,Middle East & Africa,retail,,Renewal,2025-01-13,2026-01-13,Renewed,USD,1.27,13140,10346.46,0.1277,1321.24
BTD-2024-00305,Tregarthen Copper,marcus ridley,Cyber,Guernsey,UK & Ireland,Wholesale,Grindley Risk Services,New Business,2024-11-15,2025-11-15,Renewed,GBP,1.0,16410,16410.0,0.0861,1412.9
BTD-2026-00826,Harrowgate Resources Group,Tom Beckwith,Political Violence,United Kingdom,UK & Ireland,Wholesale,Barrenger Insurance Brokers,Renewal,2026-03-01,2027-03-01,Live,GBP,1.0,53510,53510.0,0.1154,6175.05
BTD-2026-00850,Strathallan Whisky Co,Sofia Almeida,Marine Cargo,Philippines,Asia Pacific,Wholesale,Merrivale Insurance Partners,Renewal,2026-04-15,2027-04-15,Live,USD,1.27,2900,2283.46,0.0663,151.39
BTD-2025-00654,Ledbury Green Power,Priya Nandakumar,Personal Accident,Mexico,Latin America,Retail,,New Business,2025-10-01,2026-04-01,Renewed,USD,1.27,4020,3165.35,0.2056,650.8
BTD-2026-00867,Ardenvale Mining Corporation,Marcus Ridley,Prof Indemnity,United Kingdom,UK & Ireland,Wholesale,Fairweather & Co,New Business,2026-04-20,2027-04-20,Live,GBP,1.0,9420,9420.0,0.0797,750.77
BTD-2025-00655,Ravensworth Trading,Tom Beckwith,Political Violence,United Kingdom,UK & Ireland,Wholesale,Fairweather & Co,Renewal,2025-10-01,2026-10-01,Live,GBP,1.0,40940,40940.0,0.1125,4605.75
BTD-2025-00514,Rothersay Shipping Lines,Tom Beckwith,Active Assailant,Kenya,Middle East & Africa,Retail,,New Business,01/06/2025,2026-06-01,Renewed,USD,1.27,35940,28299.21,0.2212,6259.79
BTD-2025-00599,Kelsterne Beverages,Eleanor Voss,Terrorism,United Kingdom,UK & Ireland,Wholesale,Lansdowne Brokers Group,Renewal,2025-08-01,2026-08-01,Live,GBP,1.0,35130,35130.0,0.1073,3769.45
BTD-2025-00383,Blackwater Survey Co,Marcus Ridley,Liability,Cyprus,Europe,Wholesale,Kilbride Risk Advisers,New Business,2025-01-01,2026-01-01,Renewed,EUR,1.17,13210,11290.6,0.0998,1126.8
BTD-2024-00219,Larkspur Hotels Group,Tom Beckwith,Kidnap and Ransom,Australia,Asia Pacific,Retail,,New Business,2024-07-01,2025-07-01,Renewed,AUD,1.93,6080,3150.26,0.2425,763.94
BTD-2024-00232,Pentreath Marine,Priya Nandakumar,Prof Indemnity,United States,North America,Retail,,New Business,2024-08-25,2025-08-25,Renewed,USD,1.27,4410,3472.44,0.1449,503.16
BTD-2025-00407,Northgate Pharmaceuticals,Tom Beckwith,Active Assailant,United Kingdom,UK & Ireland,Retail,,New Business,2025-02-01,2025-08-01,Renewed,GBP ,1.0,21850,21850.0,0.2215,4839.77
BTD-2026-00806,Corrieburn Energy,Eleanor Voss,Active Assailant,United Kingdom,UK & Ireland,Wholesale,Hollowell Brokers Ltd,Renewal,2026-02-01,2027-02-01,Live,GBP,1.0,17460,17460.0,0.1283,2240.12
BTD-2024-00043,Marchwood Engineering,Sofia Almeida,Terrorism,South Africa,Middle East & Africa,Wholesale,Norbury Risk Solutions,New Business,2024-01-28,2025-01-28,Expired,ZAR,23.5,368900,-15697.87,0.1144,-1795.84
BTD-2025-00432,Fairholme Capital Partners,Eleanor Voss,Kidnap & Ransom,United Kingdom,UK & Ireland,Wholesale,Barrenger Insurance Brokers,Renewal,2025-03-01,2026-03-01,Renewed,GBP,1.0,6780,6780.0,0.1361,922.76
BTD-2024-00079,Marchwood Engineering,Eleanor Voss,Active Assailant,France,Europe,Retail,,New Business,2024-03-26,2025-03-26,Renewed,EUR,1.17,7610,6504.27,0.2207,1435.49
BTD-2024-00136,Grantley Sports Holdings,Marcus Ridley,Liability,United Kingdom,UK & Ireland,Wholesale,Hollowell Brokers Ltd,New Business,2024-05-03,2025-05-03,Expired,GBP ,1.0,19120,19120.0,0.0991,1894.79
